Procedure ID,,Description,Amount
11059,,LIDOCAIN/EP 1%30ML 1:200,22
11060,,LIDOCAIN/EP 2%20ML1:100M,77
11073,,BACTERIOS WATER 30ML VL ,77
11075,,ZINC CHLORIDE 10MG VL   ,77
11077,,LIDOCAINE 0.5% 50ML MDV ,82
11081,,LIDOCAINE 2% 20ML VL    ,101
11084,,LIDOCAINE 2% 50ML VL    ,77
11090,,LIDOCAINE 4% 5ML AMP    ,200
11091,,CISATRACURIUM 2MG/ML 5ML,253
11092,,CISATRACURUM 2MG/ML 10ML,249
11093,,CISATRACURIUM 200 MG INJ,4866
11095,,STERILE WATER 50 ML VL  ,77
11099,,DEXTROSE 50% 50ML SYR   ,115
11123,,LIDOCAINE 100MG/5ML SYR ,310
11124,,LIDOCAINE 1% 5ML SYR    ,297
11130,,CALCIUM CHL 1GM 10ML SYR,88
11134,,SOD BICARB 4.2% 10ML SYR,97
11139,,THIOPENTAL 500MG SYR    ,348
11143,,ERYTHROMYCIN LACT 1GM VL,197
11149,,SOD BICARBONAT 4% 5ML VL,60
11152,,SOD BICARB 8.4% 50ML SYR,83
11155,,DEXTROSE 50% 50ML VL    ,65
11163,,NOREPINEPHRN 4MG/4ML AMP,300
11166,,ATROPINE 0.25MG/5ML SYR ,166
11167,,DEXTROSE 25% 10ML SYR   ,366
11171,,ETOMIDATE 40MG AMP      ,719
11172,,ETOMIDATE 20MG/10ML INJ ,128
11175,,BRETYLIUM 500MG/10ML SYR,889
11191,,RIVASTIGMI 4.6MG/24HR PA,142
11192,,RIVASTIGMI 9.5MG/24HR PA,142
11194,,POLYMYXIN B 500MU VL    ,144
11197,,BACITRAC/POLYMYX OINT   ,230
11199,,SCOP 0.5MG/24 PAT       ,95
11217,,ALBUTEROL INH 90MCG6.7GM,1039
11218,,POSACONAZOLE 40/1PO105ML,787
11221,,NITROGLYC 0.1MG./HR PAT ,34
11222,,NITROGLYC 0.2MG./HR PAT ,34
11223,,NITROGLYC 0.3MG./HR PAT ,75
11224,,NITROGLYC 0.4MG/HR PAT  ,36
11226,,BUTORPHAN 10MG/ML NASSPR,880.36
11237,,NITROGLYCERIN 2% OI 1GM ,16
11247,,PIRBUTER 0.2MG INH 25.6G,1190
11258,,ROTIGOTINE 4MG/24 HR PA ,68.48
11263,,PHENOBARB 20MG/5ML      ,31
11264,,METOCLOPRAM 10MG/10ML UD,27
11267,,LYTES/CME-CELL SOL      ,129
11272,,NA PHOS/NA BICAR EN     ,3
11279,,DANTRLNE(NOT SUSP)20 INJ,2294
11285,,BACITRACIN 30GM OINT    ,123
11292,,NEO/BACI/POLY OI 0.94G  ,16
11294,,NEO/BACI/POLY OI 15G    ,3
11296,,BACITR 500U/GM OPH OINT ,130
11297,,NEO/BACI/POLY OP 3.5G   ,240
11299,,NEO/BACI/POLY/HC OP 3.5G,1069
11301,,FLUOCINOLNE 0.01%TOP60ML,163
11304,,ERYTHROMYCIN OPH OI 1GM ,6
11305,,ERYTHROMYCIN OP OI 3.5GM,208
11307,,GENTAMICIN 0.1% OI 15GM ,105
11313,,LIDOCAINE 5% OINT 35G   ,418
11317,,HYDROXYZINE PAM 50 MG PO,31
11334,,REMIFENTANIL 1 MG VL    ,474
11336,,REMIFENTANIL 2MG VL     ,948
11348,,SALMETEROL DISK INH 28  ,2201
11349,,CISATRACURM 10MG/5ML VL ,203
11353,,CISATRACURIUM 200 MG INJ,504
11354,,ATOVAQUONE 750MG/5ML LIQ,459
11355,,ATOVAQUO/PROGUAN 250/100,116
11364,,MIVACURIUM 20MG/10ML VL ,454
11366,,FLUTIC/SAL 45/21MCG 8GM ,3851
11367,,FLUTIC/SAL 115/21MCG 8GM,4782
11368,,FLUTIC/SAL 230/21MCG12GM,6032
11372,,ATRACURIUM 50MG/5ML VL  ,331
11376,,TETRAHYDROZOL 0.05% OPH ,102
11379,,DEXAMETH .05% OP OI 3.5G,125
11380,,CARBAMIDE 6.5% OTIC 15ML,120
11382,,LIDOCAINE 1% 20ML VL    ,96
11384,,LIDOCAINE 1% 30ML VL    ,265
11392,,LIDOCAIN/EP 2%20ML1:200M,29
11398,,LIDOCAI/EPI.5%50ML1:200M,95
11400,,LIDOCAINE 1% 50ML VL    ,77
11404,,LIDOCAIN/EP 1%50ML1:100M,82
11414,,LIDOCAINE 1% 2ML INJ    ,79
11415,,LIDOCAINE 2% 2ML INJ    ,88
11418,,LIDOCAINE 2% 10ML VL    ,175
11419,,LIDOCAINE 2% 5ML VL     ,77
11421,,LIDOCAI/EPI1.5%5ML1:200 ,29
11422,,LIDOCAINE 1% 5ML VL     ,88
11423,,LIDOCAINE 1% 10ML VL    ,69
11429,,LIDOCAINE 4% SOL 50ML   ,322
11431,,LIDOCAINE 2% GEL 5ML    ,310
11440,,MEPIVICAINE 1% 30ML VL  ,214
11441,,MEPIVICAINE 1.5% 30ML VL,357
11442,,MEPIVICAINE 2% 50ML VL  ,433
11457,,CHLOROPROCAIN 3% 20ML VL,131
11459,,BUPIVACAIN/DEX 0.75% AMP,126
11463,,BUPIVA/EPI 0.25% 30ML VL,161
11464,,BUPIVA/EPI 0.25% 10ML VL,32
11467,,BUPIVAC/EPI 0.5% 30ML VL,171
11473,,BUPIVA/EPI 0.75% 30ML VL,225
11476,,MULTIVITAMINS 10ML VL   ,242
11479,,MEPERIDIN 2000MG/20ML VL,716
11482,,LIDOCAINE/PRILOCAINE CR ,165
11486,,COCAINE 4% 4ML SOL      ,1296
11492,,BUDESONIDE .5MG/2ML INH ,24
11499,,ESOMEPRAZOLE SODIUM 40MG,606
11503,,PYRIDOSTIGMINE 10MG AMP ,77
11505,,EDROPHONIM 10MG/1ML AMP ,129
11511,,FOLIC ACID 50 MG/10ML VL,77
11554,,BENZOCAINE/BENZATHO OINT,105
11561,,SORBITOL 70% SOL        ,27
11562,,ACETAMIN 650MG SUPP     ,16
11563,,ACETAMIN 120MG SUPP     ,3
11564,,ACETAMIN 325MG SUPP     ,16
11571,,DEXPANTHENL 500MG/2ML VL,377
11575,,BENZOCAINE 20% SPR 60ML ,921
11585,,CHLORHEX 4% LIQ 15ML    ,2
11588,,WATER FOR INJ STERILE   ,274
11593,,MANNITOL 20% 500ML IV   ,1919
11596,,ACETIC ACID IRR 0.25% 1L,694
11603,,METRONIDAZOLE 500 MG INJ,258
11610,,NEO/POLY GU IRR AMP     ,399
11611,,LEVOTHYROXINE 200MCG INJ,261
11614,,METOPROLOL 5 MG INJ     ,265
11615,,TRIFLURIDINE 1% 7.5ML OP,3674
11627,,DEXAMETH .1% OPH 5ML    ,585
11629,,CORTISPORIN TC OTIC 10ML,996
11630,,CORTISPORIN TC OTIC 10ML,996
11636,,NEO/GRAMI/POLY OP 10ML  ,978
11637,,PHENYLEPH 2.5% OP 15ML  ,1246
11641,,ETHYL CHLORIDE SPR      ,435
11646,,GENTIAN VIOLET 1% SOL   ,102
11648,,HYDROGEN PER 3% 480ML   ,76
11650,,POT IODIDE/IODINE SOL   ,100
11660,,NITROGLYCERIN 50MG/250ML,204
11661,,NITROGLYCERIN 25MG/250ML,141
11676,,BUPIVAC/EPI 0.5% 10ML VL,51
11678,,SOD HYPOCHLORIT 0.25%SOL,131
11679,,SOD HYPOCHLORIT 0.5% SOL,131
11683,,PHYSOSTIGMIN 2MG/2ML AMP,232
11689,,TRIAM HEXACET 20MG/ML VL,315
11698,,HYDROXYZINE 10MG/5ML LIQ,23
11699,,HYDROCODON/HOMATROP LIQ ,27
11700,,ACETAMIN 80MG SUPP      ,2
11703,,PROMETHAZINE 12.5 MG PO ,38
11707,,GUAIF/PSEUD/COD LIQ     ,27
11709,,EPINEPHR 2.25% INH 0.5ML,47
11713,,ALBUTEROL 2.5MG/0.5ML   ,55
11722,,METHYLEN BLU 1% 10ML INJ,1286
11723,,METHYLEN BLU 1% 1ML INJ ,183
11724,,INDIGOTINDISULF 0.8% AMP,252
11729,,VASOPRESSIN 20 UNIT INJ ,239
11731,,SOD BICARBONATE 8.4% VL ,77
11732,,POT ACET 40MEQ/20ML VL  ,77
11734,,SODIUM ACETATE 40MEQ VL ,77
11737,,POT PHOS 45MM VL        ,77
11739,,CAF/SOD BENZOA 500 MG VL,253
11742,,CALCIUM CHL 1GM/10ML VL ,77
11745,,STERIL WATER INJ 10ML VL,16
11746,,SOD MORRHUATE 1500MG VL ,1826
11747,,SOD BIPHOSPHATE 45MM VL ,77
11751,,NITROGLYCERIN 50MG VL   ,77
11752,,SOD NITR/THIOSULFATE INJ,646
11754,,VERAPAMIL 5MG VIAL      ,77
11763,,TRACE METALS VL         ,86
11765,,ETHYL ALCOHL 98% AMP 1ML,699
11767,,BRETYLIUM 500MG/10ML INJ,986
11768,,AMINOCAPROIC ACID 5G INJ,77
11771,,ASCORBIC ACID 500MG VL  ,77
11780,,LIDOCAINE 2% GEL 10ML   ,284
11791,,GLUCOSE 40% GEL 15GM    ,8.27
11795,,CROMOLYN 4% SPR 13ML    ,568
11797,,CROMOLYN INH 8.1GM      ,1709
11802,,ALBUTEROL/IPRATROP INH  ,2280
11806,,IPRATROPIUM 0.02% SOL   ,33
11807,,IPRATROPIUM 0.03% SPR   ,1146
11808,,IPRATROP HFA 17MCG INH  ,2673
11809,,IPRATROPIUM 0.06% SPR   ,1274
11822,,HYDROXYZINE 50MG/1ML VL ,77
11824,,PHENOBARB 65MG/1ML VL   ,92
11828,,SOD TETRADECYL 3% AMP   ,598
11829,,ATROPINE 8MG/20ML VL    ,495
11832,,LIDOCAIN/EP 2%30ML 1:100,24
11843,,SULFAMETH/TRIMETH 10 ML ,144
11850,,PROCHLORPER 25MG SUPP   ,97
11854,,METHAZOLAMIDE 50MG TAB  ,33
11862,,PROPARACAINE .5% OP 15ML,539
11864,,NAPHAZOLINE 0.1% OP 15ML,447
11867,,PILOCARPINE 1% OP 15ML  ,431
11868,,PILOCARPINE 2% OP 15ML  ,431
11872,,PILOCARPINE 4% OP 15ML  ,461
11875,,PILOCARPINE 6% OP 15ML  ,498
11877,,CARBACHOL 1.5% OPH 15ML ,1299
11879,,CARBACHOL 3% OPH 15ML   ,1481
11883,,LIDOCAINE 2% SOL 15ML   ,227
11885,,ATROPINE 1% OPH 5ML     ,330
11886,,HOMATROPINE HBR2%OPH 5ML,299
11887,,HOMATROPINE 5% OPH 5ML  ,453
11888,,SCOPOLAMINE 0.25% OPH   ,512
11890,,PHENYLEPHRIN 2.5% OP 5ML,843
11902,,SODIUM CHL 5% OPH       ,511
11907,,HYPROMELLOSE            ,250
11911,,PECTIN/BENZ/CME PAST 15G,95
11934,,CHONDRO/SOD HYALURON SYR,2776
11936,,"SURGICEL 4""X8""          ",510
11937,,"SURGICEL 1""X2""          ",1440
11943,,SILVER SULF 1% 50GM CRM ,143
11944,,SILVER SULF 1% 400GM CRM,545
11950,,ESMOLOL 100 MG INJ      ,498
11970,,SUFENTANIL 50MCG AMP    ,268
11971,,SUFENTANIL 100MCG AMP   ,158
11973,,ALFENTANIL 1000 MCG INJ ,355
11983,,SULFACETAMID 10% OPH SOL,584
11985,,POLYVIN ALC 1.4% OP 15ML,237
11990,,GENTAMICIN 0.3% OPH 5ML ,335
11997,,PREDNISOLON AC 1% OP 5ML,432
12036,,LEVOBUNOLOL .5% OP 5ML  ,405
12047,,SILVER NITRATE APPL     ,54
12051,,EMT/TEN/EFAV 200-300-600,1101
12055,,SOD BIPHOS/POT PHOS PKT ,21
12060,,NAPHAZOLINE/PHEN OP 15ML,152
12076,,SODIUM CHL 5% OPH OINT  ,282
12078,,FLUORESCEIN OP 1MG STRIP,16
12082,,BACITRAC/POLYM OPH 3.5GM,617
12083,,TROPICAMIDE 1% OPH SOL  ,248
12094,,ETHYL ALCOHL 98% AMP 5ML,846
12096,,AMYL NITRITE AMP        ,77
12098,,DIBUCAINE 1% OINT 30GM  ,132
12100,,CARBAMIDE PEROX 10% SOL ,126
12102,,NA CITRA/CITRIC ACID30ML,45
12110,,DIPTH/TET/PERT 0.5ML    ,251
12111,,HAEMOPHILUS B VACC VL   ,418
12118,,INH ACETYLCYSTN 10% 4ML ,76
12119,,INH ACETYLCYST NONCMP 1G,288
12123,,INH ACETYLCYSTN 20% 4ML ,57
12124,,INH ACETYLCYSTN 20% 10ML,144
12125,,INH ACETYLCYSTN 20% 30ML,144
12128,,CYANIDE ANTIDOTE KIT    ,14891
12131,,SODIUM CL 3% IHN VL     ,2.52
12135,,IPRATROP/ALBUTER 3ML SOL,58
12136,,METAPROTERENL 0.6% 2.5ML,55
12138,,CROMOLYN 20MG/2ML AMP   ,56
12140,,ALBUTEROL 0.83MG/ML 3ML ,55
12142,,SODIUM CL 0.9% INH VL   ,14
12149,,FENTANYL 25MCG/HR PAT   ,202
12150,,FENTANYL 50MCG/HR PAT   ,360
12151,,FENTANYL 75MCG/HR PAT   ,545
12152,,FENTANYL 100MCG/HR PAT  ,723
12153,,FANTANYL 12MCG/HR PAT   ,192
12157,,RISPERIDONE ODT 1MG     ,72
12169,,HYDROXYZINE PAM 25 MG PO,27
12170,,AMMONIA INHALANT AMP    ,18
12172,,BELLADONA/PB 16.2/5 UD  ,39
12176,,PHENYTOIN 100MG/4ML LIQ ,34
12178,,CHLORHEX GLUC .12% RINSE,261
12183,,AZTREONAM 1 GM INJ      ,347
12185,,AZTREONAM 2 G VL        ,839
12194,,METHOHEXITAL 500MG INJ  ,1410
12195,,LIOTHYRONINE 10MCG INJ  ,12331
12197,,THROMBIN 5MU VL         ,507
12200,,THROMBIN 20MU SPR KIT   ,9885
12203,,BENZOCAINE 20% OTIC SOL ,496
12204,,HYDROCODONE/CPM LIQ     ,72
12206,,MICROFI COLLAG 70X35 WEB,2516
12207,,MICROFIB COLL 70X70 WEB ,3182
12251,,KETOTIFEN FUM 0.025% 5ML,16.2
12260,,GENTAMICIN OPH OI 3.5GM ,352
12264,,FLUOROMETHO .1% OPH 5ML ,875
12270,,ATROPINE 1% OPH 1ML     ,122
12273,,SOD/POT/SOD CHL OPH SOL ,70
12274,,FLUORESCEIN 2% OPH 1ML  ,87
12276,,PHENYLEPHRIN 10% OP 1ML ,122
12277,,TETRACAINE 0.5% OPH SOL ,129
12279,,PRED/SOD PHOS 1% OP 5ML ,620
12287,,OXYCODONE 20MG/ML SOL   ,40
12309,,NITROGLYCERIN 12 GM SPR ,2360
12314,,LABETALOL 5MG/ML INJ 4ML,77
12320,,DIPIVEFRIN 0.1% OPH 5ML ,572
12321,,NEO/POLY/DEXA OP 5ML    ,288
12322,,OPIUM/BELLAD 15A SUPP   ,93
12323,,OPIUM/BELLAD 16A SUPP   ,97
12327,,ROPIV 0.2% 150ML/0.9 NS ,1252
12330,,NEO/BACI/POLY/HC OI 15GM,1429
12333,,NEO/POLY/HC OP 7.5ML    ,1554
12339,,KETAMINE 200MG/20ML VL  ,327
12340,,KETAMINE 500MG/10ML VL  ,817
12341,,KETAMINE 500MG/5ML VL   ,68
12356,,FENOLDOPAM 10MG INJ     ,4960
12357,,TALC POWD SPR 4GM       ,3181
12359,,TALC STERILE POWD 5GM   ,2251
12361,,SOD BICARB 4.2% 5ML VIAL,51
12362,,MULTIVITAMIN 5ML INJ    ,126
12364,,DOXYCYCLINE 100 MG INJ  ,350
12365,,SOD CHL 23% 30ML VL     ,77
12366,,SCOPOLAMINE 0.4MG INJ   ,152
12368,,INH PENTAMIDINE NC 300MG,884
12370,,LEVALBUTEROL HFA INHALER,785
12373,,LEVALBUTEROL .63MG/3MLVL,92
12382,,LIDOCAINE 5% PAT        ,154
12386,,TUBERCULIN PPD 5TU INJ  ,116
12388,,BENZYLPENICIL 0.25MG AMP,679
12429,,ACETYLCHOLINE OPH (OR)  ,806
12439,,BENZOCAINE 20% SPR (OR) ,105
12447,,APAP/CODEINE LIQ UD     ,23
12464,,DAKINS SOL 1/4 STR      ,121
12465,,DAKINS SOL FULL STR     ,131
12469,,VECURONIUM BROM 10MG VL ,274
12472,,LABETALOL 100MG/20ML VL ,51
12474,,ATROPINE 0.5MG/5ML SYR  ,29
12487,,FENTANYL/MARCAINE EPID  ,683
12501,,DAKINS SOL 1/2 STR      ,131
12516,,MORPHINE LIPO 10MG/1ML  ,3955
12538,,SURGICEL 2X3            ,303
12541,,ARGININE 10% 300ML VL   ,310
12553,,CLINDAMYCIN 600 MG BAG  ,302
12554,,CLINDAMYCIN 300 MG BAG  ,273
12555,,CLINDAMYCIN 900 MG BAG  ,330
12570,,SODIUM CITRATE SOL      ,153
12575,,DEXTROSE 10% 5 ML AMP   ,77
12577,,LIDOCAIN 5%/D7.5 2ML AMP,91
12584,,LIDOCAINE 0.4%/D5W 500ML,622
12592,,D5W 250 ML              ,266
12593,,DEXTROSE 10% WATER 500ML,108
12594,,SODIUM CHLORIDE 3% SOL  ,295
12596,,SODIUM CHLORIDE 5% SOL  ,326
12605,,DEX 5%-ETHANOL 5% 1000ML,454
12606,,ELECTROLYTE-A 500ML     ,484
12607,,ELECTROLYTE-A 1000ML    ,582
12621,,POT CHL 10MEQ/100ML IV  ,401
12625,,AMINO ACD/DEX 4.25/10 2L,451
12643,,PHENYLEPHRINE 10MG/250ML,328
12653,,NICARDIPINE 20MG/200ML N,1601
12654,,NICARDIPINE 40MG INJ    ,2615
12682,,CARDIOPLEGIC SOLUTION   ,1675
12715,,IBUPROFEN 100MG/5ML UD  ,23
12731,,SODIUM CHLORIDE 1GM TAB ,6
12733,,CEFACLOR 250 MG CAP     ,63
12738,,VANCOMYCIN 250 MG CAP   ,864
12745,,ATOMOXETINE 40MG CAP    ,42.78
12750,,DULOXETINE 20MG CAP     ,92
12751,,DULOXETINE 60MG CAP     ,5.97
12753,,ATOMOXETINE 60MG CAP    ,6.03
12754,,DULOXETINE 30MG CAP     ,102
12755,,OLANZAPINE 2.5 MG TAB   ,158
12756,,OLANZAPINE 5 MG TAB     ,186
12759,,RALOXIFENE 60 MG TAB    ,87
12761,,OLANZAPINE 5MG ODT      ,174
12764,,PRASUGREL 10MG TAB      ,119
12774,,CEFACLOR 250MG/ 5ML LIQ ,690
12806,,MUPIROCIN OINT 22GM     ,1058
12808,,AMOXICILLIN 250MG CAP   ,16
12809,,AMOXICILLIN 500MG CAP   ,23
12811,,AMPICILLIN 500 MG CAP   ,21
12813,,TRIAMCINOLONE 0.025% CRM,75
12815,,PRAVASTATIN 20MG TAB    ,90
12825,,FLUDROCORTISO 0.1MG TAB ,32
12826,,CAPTOPRIL 12.5 MG TAB   ,43
12827,,CAPTOPRIL 25 MG TAB     ,45
12830,,TRIAMCINOLONE 0.1% OINT ,87
12835,,NYSTATIN POWD 15GM      ,753
12838,,PENICL V 250MG/5ML LIQ  ,3.14
12840,,TESTOLACTONE 50MG TAB   ,70
12844,,HYDROXYUREA 500 MG PO   ,43
12856,,AMOXICIL 250 MG/5ML LIQ ,161
12859,,STAVUDINE 20MG CAP      ,152
12864,,ATAZANAVIR 100MG CAP    ,368
12865,,ATAZANAVIR 150MG CAP    ,368
12866,,ATAZANAVIR 200MG CAP    ,368
12872,,VALGANCICLOVIR 450MG TAB,812
12875,,CLONAZEPAM 1 MG TAB     ,44
12879,,FLUCYTOSINE 500 MG PO   ,1051
12883,,BUMETANIDE 1 MG TAB     ,19
12884,,BUMETANIDE 0.5 MG TAB   ,16
12885,,CALCITROL 0.25 MCG PO   ,43
12886,,MULTIVIT/IRON/MIN TAB   ,16
12890,,MEFLOQUINE 250 MG TAB   ,308
12895,,ZALCITABINE 0.75MG TAB  ,73
12899,,TRETINOIN 10MG CAP      ,451
12906,,TORSEMIDE 20 MG TAB     ,36
12913,,ACITRETIN 25MG CAP      ,451
12914,,OSELTAMIVIR 75MG CAP    ,180
12917,,LEVOFLOXACIN 750MG TAB  ,497
12925,,ACETAZOLAMIDE 500 MG CAP,72
12929,,POLYCARBOPHIL 625MG TAB ,16
12936,,BISOPROLOL 5 MG TAB     ,68
12955,,LEUCOVORIN 5 MG TAB     ,73
12956,,PROPYLTHIOURAC 50 MG TAB,16
12959,,AMINOCAPROIC 500 MG TAB ,72
12963,,MINOCYCLINE 100MG CAP   ,241
12971,,DEMECLOCYCLINE 300MG TAB,501
12972,,ENALAPRIL 2.5 MG TAB    ,31
12974,,LISINOPRIL 5 MG TAB     ,33
12976,,ALENDRONATE 70 MG TAB   ,497
12977,,IVERMECTIN 3MG TAB      ,88
12978,,PHYTONADION 5MG TAB     ,24
12982,,ETHACRYNIC ACID 25MG TAB,58
12986,,FINASTERIDE 5 MG PO     ,88
12990,,AMILORIDE 5 MG TAB      ,6
12992,,LISINOPRIL 10 MG TAB    ,34
12995,,SITAGLIPTIN 50MG TAB    ,131
12997,,MONTELUKAST 10 MG TAB   ,93
13001,,LISINOPRIL 20 MG TAB    ,32
13004,,RALTEGRAVIR 400 MG TAB  ,282
13008,,SITAGLIPTIN 100MG TAB   ,131
13012,,SIMVASTATIN 80MG TAB    ,135
13015,,INDINAVIR 400MG CAP     ,83
13017,,PENICILLAMINE 250MG CAP ,102
13026,,ENALAPRIL 5 MG TAB      ,35
13027,,ENALAPRIL 10 MG TAB     ,33
13031,,SIMVASTATIN 5 MG TAB    ,62
13034,,SIMVASTATIN 10 MG TAB   ,82
13035,,SIMVASTATIN 20MG TAB    ,135
13036,,SIMVASTATIN 40MG TAB    ,135
13039,,ALENDRONATE 10 MG TAB   ,78
13040,,LOSARTAN 25MG TAB       ,55
13041,,LOSARTAN 50MG TAB       ,55
13043,,FAMOTIDINE 20 MG TAB    ,56
13047,,DORZOLAMIDE 2% OP 5ML   ,616
13051,,DORZOLAMIDE/TIMOLOL OPH ,1388
13055,,PROCHLORPER MAL 10 MG PO,46
13063,,PHENOXYBENZAMIN 10MG CAP,249.42
13064,,TRIAMTE/HCTZ 37.5/25 CAP,19
13067,,FAMCICLOVIR 125MG TAB   ,112
13069,,FAMCICLOVIR 500MG TAB   ,261
13070,,CARVEDILOL 3.125MG TAB  ,56
13071,,CARVEDILOL 6.25MG TAB   ,56
13072,,CARVEDILOL 12.5MG TAB   ,56
13073,,CARVEDILOL 25 MG TAB    ,56
13076,,ROPINIROLE 0.25 MG TAB  ,58
13077,,ROPINIROLE 0.5 MG TAB   ,58
13078,,ROPINIROLE 1 MG TAB     ,58
13079,,ROPINIROLE 2MG TAB      ,58
13082,,CHLORPROMAZINE 100 MG PO,47.54
13089,,FLAVOXATE 100MG TAB     ,46
13090,,ALBENDAZOLE 200 MG PO   ,63
13093,,OXCARBAZEPINE 150MG TAB ,44
13104,,PENICILLIN VK 500MG TAB ,19
13107,,VENLAFAXINE 25 MG TAB   ,50
13111,,VENLAFAXINE 75MG TAB    ,56
13115,,ISOSORBIDE MON 20 MG TAB,43
13120,,VENLAFAXIN 75MG TAB XR  ,93
13121,,VENLAFAXINE 150MG TAB XR,93
13122,,VENLAFAXI 37.5 MG TAB XR,84
13124,,PANTOPRAZOLE 40MG TAB DR,106
13132,,DESVENLAFAXINE 50MG TAB ,72
13135,,ETHIONAMIDE 250MG TAB   ,83
13140,,ACEBUTOLOL 200MG TAB    ,39
13143,,AMIODARONE 200MG TAB    ,102
13146,,PRAMIPEXOLE 0.125 MG TAB,52
13147,,PRAMIPEXOLE 0.25 MG TAB ,32
13149,,PRAMIPEXOLE 1 MG TAB    ,68
13162,,HYDROCORTISONE 10MG TAB ,20
13167,,MEDROXYPROGEST 10MG TAB ,45
13168,,METHYLPREDNISO 4MG TABDP,1014
13169,,METHYLPREDNISO 4MG TAB  ,40
13174,,MEDROXYPROGEST 2.5MG TAB,27
13181,,COLESTIPOL 5GM PKT      ,59
13191,,IBUPROFEN 600MG TAB     ,16
13192,,IBUPROFEN 400MG TAB     ,16
13194,,DINOPROSTONE 20MG SUPP  ,5711
13207,,ESTROPIPATE 0.625MG TAB ,33
13213,,TOLTERODINE 2MG TAB     ,58
13217,,LINEZOLID 600MG PO      ,2250
13222,,TOLTERODINE-LA 2MG CAP  ,88
13223,,TOLTERODINE-LA 4MG CAP  ,93
13228,,MICONAZOLE 2% POWD      ,47
13230,,ACIDOPHILUS/BUL TAB CHEW,16
13231,,SULFASALAZINE 500MG TAB ,16
13232,,SULFASALAZ 500MG TAB ENT,21
13234,,ESTRAMUSTINE 140MG CAP  ,128
13235,,RIFABUTIN 150MG CAP     ,192
13237,,LATANOPRS .005% OP 2.5ML,1400
13240,,MEGESTROL ACE 400 MG LIQ,164
13247,,MITOTANE 500MG TAB      ,109
13258,,PRAMOXINE 1% FOAM       ,886
13267,,PERMETHRIN 5% CR 60GM   ,589
13326,,CHLOROQUINE 500MG TAB   ,154
13328,,DANAZOL 200MG CAP       ,119
13330,,MEPERIDINE 50MG TAB     ,27
13339,,PHENYLEPH .25% GTTS 15ML,138
13340,,PHENYLEPH .25% SPRY 15ML,100
13341,,PHENYLEPH .5% GTTS 15ML ,139
13342,,PHENYLEPH 1% SPRY 15ML  ,109
13343,,PHENYLEPH .5% SPRY 15ML ,100
13345,,HYDROXYCHLOROQ 200MG TAB,56
13346,,PRIMAQUINE 26.3MG TAB   ,33
13353,,DRONEDARONE 400MG TAB   ,82
13361,,SPIRONOLACTONE 100MG TAB,5.97
13362,,SPIRONOLACTONE 50MG TAB ,5.97
13366,,MISOPROSTOL 100 MCG PO  ,6
13368,,MISOPROSTOL 200 MCG PO  ,47
13369,,CELECOXIB 100MG CAP     ,58
13372,,EPLERENONE 25MG TAB     ,100
13373,,EPLERENONE 50MG TAB     ,100
13374,,VERAPAMIL 120MG SR CAP  ,48
13375,,VERAPAMIL 180MG SR CAP  ,62
13378,,DISOPYRAMID 100MG CR CAP,44
13379,,DISOPYRAMID 150MG CR CAP,48
13382,,ZOLPIDEM 5MG TAB        ,72
13386,,NIMODIPINE 30MG CAP     ,229
13388,,ACARBOSE 25MG TAB       ,28
13394,,CLOTRIMAZOLE 1% CR 15GM ,28
13401,,CIPROFLOXACIN 250MG TAB ,135
13402,,CIPROFLOXACIN 500MG TAB ,157
13406,,MOXIFLOXACIN 400MG TAB  ,247
13407,,NIFEDIPINE 10MG CAP     ,21
13409,,NIFEDIPINE 30MG TAB SA  ,57
13419,,TERBUTALINE 2.5MG TAB   ,16
13421,,TERBUTALINE 5MG TAB     ,23
13434,,MUPIROCIN OINT 1GM      ,47
13440,,ROSIGLITAZONE 4MG TAB   ,88
13446,,PAROXETINE 20MG TAB     ,88
13454,,AMOXICILL/CLAV 500MG TAB,129
13461,,AMOXICILL/CLAV 875MG TAB,167
13462,,AMOX/CLAV 200MG/5ML LIQ ,9
13463,,AMOX/CLAV 250MG/5ML LIQ ,1134
13478,,BELLADONNA/PB TAB       ,16
13485,,GUAIFEN/DM S-F 100MG/5ML,23
13487,,GUANFACINE HCL 1MG TAB  ,34
13491,,ME/TEST/ESTR/EST TAB    ,73
13499,,PROGESTERONE 100MG CAP  ,5.97
13502,,HYDROCORT 100MG/60ML ENE,266
13504,,FLUVOX/MALEATE 50MG TAB ,85
13506,,TICLOPIDIN HCL 250MG TAB,45
13510,,KETOROLAC 10 MG TAB     ,39
13513,,NICARDIPINE HCL 20MG CAP,19
13514,,NICARDIPINE HCL 30MG CAP,24
13520,,MORPHINE 15MG TAB SA    ,39
13521,,MORPHINE 30MG TAB SA    ,63
13522,,MORPHINE 60MG TAB SA    ,114
13523,,MORPHINE 100MG TAB SA   ,166
13526,,SENNA TAB               ,3
13527,,SENNA/DOCUSATE SOD TAB  ,16
13528,,SENNA SYRUP             ,23
13551,,PENTOXIFYLLINE 400MG TAB,28
13552,,RAMIPRIL 10MG CAP       ,57
13553,,GLIMEPIRIDE 1MG TAB     ,19
13554,,GLIMEPIRIDE 2MG TAB     ,24
13555,,GLIMEPIRIDE 4MG TAB     ,39
13558,,NORETH/ETH EST 1/0.05TAB,63
13570,,VERAPAMIL 40MG TAB      ,23
